,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
133,29,0.14956855225311602,408,0.2062780269058296,23,1,0.14686468646864687,1,1165,4,0,45,2,3,0.17484662576687046,1,1,7336,11162,1,1,0,13,3,1,80,1,11,3,1,11,8,3,10
134,28,0.2490974729235817,193,0.1383975026014568,2,3,0.14686468646864687,1,1296,4,1,52,2,1,0.23938223937897848,4,1,3867,14222,1,1,1,12,3,2,80,1,2,2,3,2,2,2,2
135,44,0.14956855225311602,1313,0.1383975026014568,7,3,0.13577586206896552,1,1608,2,0,31,3,5,0.02533683182797013,4,2,19049,3549,0,1,1,14,3,4,80,1,23,4,2,22,7,1,10
136,30,0.14956855225311602,330,0.19008460036286423,1,3,0.14686468646864687,1,1499,3,1,46,3,1,0.22804546072229726,3,2,2064,15428,0,1,0,21,4,1,80,1,6,3,4,5,3,1,3
137,50,0.14956855225311602,264,0.2062780269058296,9,3,0.22012573203437844,1,1591,3,1,59,3,5,0.04905041685272943,3,1,19331,19519,4,1,1,16,3,3,80,1,27,2,3,1,0,0,0
138,36,0.14956855225311602,711,0.1383975026014568,5,4,0.14686468646864687,1,1651,2,0,42,3,3,0.06870368828064846,1,1,8008,22792,4,1,0,12,3,3,80,2,9,6,3,3,2,0,2
139,42,0.2490974729235817,748,0.1383975026014568,9,2,0.13577586206896552,1,1480,1,0,74,3,1,0.23938223937897848,4,0,3673,16458,1,1,0,13,3,3,80,0,12,3,3,12,9,5,8
140,31,0.14956855225311602,154,0.2062780269058296,7,4,0.14686468646864687,1,941,2,1,41,2,1,0.3971571172349599,3,1,2329,11737,3,1,0,15,3,2,80,0,13,2,4,7,7,5,2
141,27,0.14956855225311602,1167,0.1383975026014568,4,2,0.14686468646864687,1,1259,1,1,76,3,1,0.16095890410958943,3,2,2517,3208,1,1,0,11,3,2,80,3,5,2,3,5,3,0,3
142,31,0.2490974729235817,1125,0.1383975026014568,1,3,0.14686468646864687,1,1956,4,1,48,1,2,0.16095890410958943,1,1,5003,5771,1,1,0,21,4,2,80,0,10,6,3,10,8,8,7
143,22,0.14956855225311602,253,0.1383975026014568,11,3,0.13577586206896552,1,511,1,0,43,3,1,0.16095890410958943,2,1,2244,24440,1,1,0,13,3,4,80,1,2,1,3,2,1,1,2
144,37,0.14956855225311602,1319,0.1383975026014568,6,3,0.13577586206896552,1,474,3,1,51,4,2,0.16095890410958943,1,2,5974,17001,4,1,1,13,3,1,80,2,13,2,3,7,7,6,7
145,42,0.14956855225311602,932,0.1383975026014568,1,2,0.14686468646864687,1,827,4,0,43,2,2,0.06896586105729074,4,1,6062,4051,9,1,1,13,3,4,80,1,8,4,3,4,3,0,2
146,33,0.08000018359368788,775,0.1383975026014568,4,3,0.24242313209808733,1,1771,4,1,90,3,2,0.16095890410958943,2,2,3055,6194,5,1,0,15,3,4,80,2,11,2,2,9,8,1,7
147,41,0.14956855225311602,896,0.2062780269058296,6,3,0.14686468646864687,1,298,4,0,75,3,3,0.04905041685272943,4,0,13591,14674,3,1,1,18,3,3,80,0,16,3,3,1,0,0,0
148,31,0.14956855225311602,691,0.2062780269058296,7,3,0.22012573203437844,1,438,4,1,73,3,2,0.17484662576687046,4,2,7547,7143,4,1,0,12,3,4,80,3,13,3,3,7,7,1,7
149,28,0.14956855225311602,1423,0.1383975026014568,1,3,0.14686468646864687,1,1506,1,1,72,2,1,0.16095890410958943,3,2,1563,12530,1,1,0,14,3,4,80,1,1,2,1,1,0,0,0
150,27,0.14956855225311602,1354,0.1383975026014568,2,4,0.24242313209808733,1,1931,2,1,41,3,1,0.16095890410958943,2,1,2226,6073,1,1,0,11,3,3,80,1,6,3,2,5,3,1,2
151,37,0.08000018359368788,1252,0.2062780269058296,19,2,0.13577586206896552,1,904,1,1,32,3,3,0.17484662576687046,2,0,7642,4814,1,1,1,13,3,4,80,0,10,2,3,10,0,0,9
152,41,0.14956855225311602,427,0.19008460036286423,10,4,0.22673012399864786,1,731,2,1,73,2,5,0.04905041685272943,4,2,19141,8861,3,1,0,15,3,2,80,3,23,2,2,21,6,12,6
153,37,0.14956855225311602,1192,0.1383975026014568,5,2,0.13577586206896552,1,460,4,1,61,3,2,0.06896586105729074,4,2,6347,23177,7,1,0,16,3,3,80,2,8,2,2,6,2,0,4
154,35,0.14956855225311602,950,0.1383975026014568,7,3,0.13420118338933018,1,845,3,1,59,3,3,0.06896586105729074,3,0,10221,18869,3,1,0,21,4,2,80,0,17,3,4,8,5,1,6
155,32,0.14956855225311602,824,0.1383975026014568,5,2,0.14686468646864687,1,1555,4,0,67,2,2,0.16095890410958943,2,1,5878,15624,3,1,0,12,3,1,80,1,12,2,3,7,1,2,5
156,41,0.14956855225311602,642,0.1383975026014568,1,3,0.14686468646864687,1,1999,4,1,76,3,1,0.16095890410958943,4,1,2782,21412,3,1,0,22,4,1,80,1,12,3,3,5,3,1,0
157,33,0.2490974729235817,1392,0.1383975026014568,3,4,0.14686468646864687,1,5,4,0,56,3,1,0.16095890410958943,3,1,2909,23159,1,1,1,11,3,3,80,0,8,3,3,8,7,3,0
158,34,0.14956855225311602,507,0.2062780269058296,15,2,0.13577586206896552,1,1356,3,0,66,3,2,0.17484662576687046,1,0,6125,23553,1,1,0,12,3,4,80,0,10,6,4,10,8,9,6
159,56,0.14956855225311602,310,0.1383975026014568,7,2,0.24242313209808733,1,2032,4,1,72,3,1,0.23938223937897848,3,1,2339,3666,8,1,0,11,3,4,80,1,14,4,1,10,9,9,8
160,38,0.2490974729235817,1394,0.1383975026014568,8,3,0.13577586206896552,1,1937,4,0,58,2,2,0.16095890410958943,2,2,2133,18115,1,1,1,16,3,3,80,1,20,3,3,20,11,0,7
161,56,0.08000018359368788,667,0.1383975026014568,1,4,0.14686468646864687,1,2026,3,1,57,3,2,0.06870368828064846,3,2,6306,26236,1,1,0,21,4,1,80,1,13,2,2,13,12,1,9
162,29,0.14956855225311602,428,0.2062780269058296,9,3,0.22012573203437844,1,1752,2,0,52,1,1,0.3971571172349599,2,0,2760,14630,1,1,0,13,3,3,80,0,2,3,3,2,2,2,2
163,54,0.14956855225311602,155,0.1383975026014568,9,2,0.14686468646864687,1,1969,1,0,67,3,2,0.16095890410958943,3,1,2897,22474,3,1,0,11,3,3,80,2,9,6,2,4,3,2,3
164,36,0.2490974729235817,566,0.1383975026014568,18,4,0.14686468646864687,1,407,3,1,81,4,1,0.23938223937897848,4,1,3688,7122,4,1,0,18,3,4,80,2,4,2,3,1,0,0,0
165,30,0.2490974729235817,448,0.2062780269058296,12,4,0.14686468646864687,1,648,2,1,74,2,1,0.3971571172349599,1,1,2033,14470,1,1,0,18,3,3,80,1,1,2,4,1,0,0,0
166,39,0.2490974729235817,505,0.1383975026014568,2,4,0.24242313209808733,1,343,3,0,64,3,3,0.06870368828064846,3,0,10938,6420,0,1,0,25,4,4,80,0,20,1,3,19,6,11,8
167,34,0.2490974729235817,648,0.19008460036286423,11,3,0.14686468646864687,1,1289,3,1,56,2,2,0.22804546072229726,2,1,4490,21833,4,1,0,11,3,4,80,2,14,5,4,10,9,1,8
168,28,0.14956855225311602,736,0.2062780269058296,26,3,0.14686468646864687,1,1387,3,1,48,2,2,0.17484662576687046,1,1,4724,24232,1,1,0,11,3,3,80,1,5,0,3,5,3,0,4
169,37,0.14956855225311602,1141,0.1383975026014568,11,2,0.13577586206896552,1,1033,1,0,61,1,2,0.06870368828064846,2,1,4777,14382,5,1,0,15,3,1,80,0,15,2,1,1,0,0,0
170,37,0.14956855225311602,228,0.2062780269058296,6,4,0.13577586206896552,1,378,3,1,98,3,2,0.17484662576687046,4,1,6502,22825,4,1,0,14,3,2,80,1,7,5,4,5,4,0,1
171,40,0.14956855225311602,300,0.2062780269058296,26,3,0.22012573203437844,1,1066,3,1,74,3,2,0.17484662576687046,1,1,8396,22217,1,1,0,14,3,2,80,1,8,3,2,7,7,7,5
172,35,0.2490974729235817,146,0.1383975026014568,2,4,0.13577586206896552,1,1704,1,1,79,2,1,0.16095890410958943,4,0,4930,13970,0,1,1,14,3,3,80,0,6,2,4,5,4,1,4
173,38,0.2490974729235817,1189,0.1383975026014568,1,3,0.14686468646864687,1,1668,4,1,90,3,2,0.16095890410958943,4,1,4735,9867,7,1,0,15,3,4,80,2,19,4,4,13,11,2,9
174,31,0.14956855225311602,1365,0.2062780269058296,13,4,0.13577586206896552,1,650,2,1,46,3,2,0.17484662576687046,1,2,4233,11512,2,1,0,17,3,3,80,0,9,2,1,3,1,1,2
175,36,0.08000018359368788,635,0.2062780269058296,10,4,0.13577586206896552,1,592,2,1,32,3,3,0.17484662576687046,4,0,9980,15318,1,1,0,14,3,4,80,0,10,3,2,10,3,9,7
176,47,0.2490974729235817,217,0.2062780269058296,3,3,0.13577586206896552,1,746,4,0,49,3,4,0.17484662576687046,3,2,13770,10225,9,1,1,12,3,4,80,2,28,2,2,22,2,11,13
177,42,0.14956855225311602,1142,0.1383975026014568,8,3,0.14686468646864687,1,1860,4,1,81,3,1,0.23938223937897848,3,0,3968,13624,4,1,0,13,3,4,80,0,8,3,3,0,0,0,0
178,37,0.2490974729235817,319,0.2062780269058296,4,4,0.22012573203437844,1,311,1,1,41,3,1,0.3971571172349599,4,2,2793,2539,4,1,0,17,3,3,80,1,13,2,3,9,8,5,8
179,45,0.14956855225311602,252,0.1383975026014568,1,3,0.13420118338933018,1,336,3,1,70,4,5,0.04905041685272943,4,1,19202,15970,0,1,0,11,3,3,80,1,25,2,3,24,0,1,7
180,35,0.2490974729235817,944,0.2062780269058296,1,3,0.22012573203437844,1,314,3,0,92,3,3,0.17484662576687046,3,0,8789,9096,1,1,0,14,3,1,80,0,10,3,4,10,7,0,8
181,42,0.14956855225311602,1332,0.1383975026014568,2,4,0.13420118338933018,1,477,1,1,98,2,2,0.06870368828064846,4,0,6781,17078,3,1,0,23,4,2,80,0,14,6,3,1,0,0,0
182,50,0.14956855225311602,1207,0.1383975026014568,28,1,0.13577586206896552,1,716,4,1,74,4,1,0.23938223937897848,3,1,3221,3297,1,1,1,11,3,3,80,3,20,3,3,20,8,3,8
183,48,0.14956855225311602,1236,0.1383975026014568,1,4,0.14686468646864687,1,664,4,0,40,2,4,0.04905041685272943,1,1,15402,17997,7,1,0,11,3,1,80,1,21,3,1,3,2,0,2
184,30,0.14956855225311602,945,0.2062780269058296,9,3,0.13577586206896552,1,1876,2,1,89,3,1,0.3971571172349599,4,0,1081,16019,1,1,0,13,3,3,80,0,1,3,2,1,0,0,0
185,29,0.14956855225311602,332,0.19008460036286423,17,3,0.13420118338933018,1,1419,2,1,51,2,3,0.22804546072229726,1,0,7988,9769,1,1,0,13,3,1,80,0,10,3,2,10,9,0,9
186,39,0.08000018359368788,439,0.1383975026014568,9,3,0.14686468646864687,1,1132,3,1,70,3,2,0.23938223937897848,2,0,6782,8770,9,1,0,15,3,3,80,0,9,2,2,5,4,0,3
187,29,0.14956855225311602,590,0.1383975026014568,4,3,0.24242313209808733,1,1762,4,0,91,2,1,0.16095890410958943,1,2,2109,10007,1,1,0,13,3,3,80,1,1,2,3,1,0,0,0
188,35,0.14956855225311602,670,0.1383975026014568,10,4,0.13577586206896552,1,1587,1,0,51,3,2,0.06870368828064846,3,0,6142,4223,3,1,1,16,3,3,80,0,10,4,3,5,2,0,4
189,51,0.2490974729235817,968,0.1383975026014568,6,2,0.13577586206896552,1,1297,2,0,40,2,1,0.23938223937897848,3,0,2838,4257,0,1,0,14,3,2,80,0,8,6,2,7,0,7,7
190,38,0.2490974729235817,693,0.1383975026014568,7,3,0.14686468646864687,1,1382,4,1,57,4,1,0.16095890410958943,3,2,2610,15748,1,1,0,11,3,4,80,3,4,2,3,4,2,0,3
191,55,0.14956855225311602,189,0.19008460036286423,26,4,0.22673012399864786,1,1973,3,1,71,4,5,0.04905041685272943,2,1,19636,25811,4,1,1,18,3,1,80,1,35,0,3,10,9,1,4
192,39,0.14956855225311602,1462,0.2062780269058296,6,3,0.13577586206896552,1,1588,4,1,38,4,3,0.17484662576687046,3,1,8237,4658,2,1,0,11,3,1,80,1,11,3,3,7,6,7,6
193,45,0.14956855225311602,538,0.1383975026014568,1,4,0.24242313209808733,1,1553,1,1,66,3,3,0.06870368828064846,2,2,7441,20933,1,1,0,12,3,1,80,3,10,4,3,10,8,7,7
194,35,0.14956855225311602,1370,0.1383975026014568,27,4,0.14686468646864687,1,1728,4,1,49,3,2,0.06896586105729074,3,1,6883,5151,2,1,0,16,3,2,80,1,17,3,3,7,7,0,7
195,22,0.14956855225311602,217,0.1383975026014568,8,1,0.14686468646864687,1,1019,2,1,94,1,1,0.23938223937897848,1,1,2451,6881,1,1,0,15,3,1,80,1,4,3,2,4,3,1,1
196,29,0.14956855225311602,1247,0.2062780269058296,20,2,0.22012573203437844,1,349,4,1,45,3,2,0.17484662576687046,4,2,6931,10732,2,1,0,14,3,4,80,1,10,2,3,3,2,0,2
197,47,0.14956855225311602,207,0.1383975026014568,9,4,0.14686468646864687,1,1856,2,0,64,3,1,0.23938223937897848,3,0,2105,5411,4,1,0,12,3,3,80,0,7,2,3,2,2,2,0
198,45,0.14956855225311602,176,0.19008460036286423,4,3,0.14686468646864687,1,1744,3,0,56,1,3,0.22804546072229726,3,1,9756,6595,4,1,0,21,4,3,80,2,9,2,4,5,0,0,3
199,35,0.14956855225311602,1017,0.1383975026014568,6,4,0.14686468646864687,1,691,2,1,82,1,2,0.16095890410958943,4,0,6646,19368,1,1,0,13,3,2,80,0,17,3,3,17,11,11,8
200,18,0.2490974729235817,544,0.2062780269058296,3,2,0.13577586206896552,1,1624,2,0,70,3,1,0.3971571172349599,4,0,1569,18420,1,1,1,12,3,3,80,0,0,2,4,0,0,0,0
201,47,0.2490974729235817,1379,0.1383975026014568,16,4,0.13577586206896552,1,987,3,1,64,4,2,0.06896586105729074,3,2,5067,6759,1,1,1,19,3,3,80,0,20,3,4,19,10,2,7
202,52,0.14956855225311602,266,0.2062780269058296,2,1,0.22012573203437844,1,1038,1,0,57,1,5,0.04905041685272943,4,1,19845,25846,1,1,0,15,3,4,80,1,33,3,3,32,14,6,9
203,49,0.2490974729235817,1475,0.1383975026014568,28,2,0.14686468646864687,1,1420,1,1,97,2,2,0.23938223937897848,1,0,4284,22710,3,1,0,20,4,1,80,0,20,2,3,4,3,1,3
204,48,0.14956855225311602,1355,0.1383975026014568,4,4,0.14686468646864687,1,1024,3,1,78,2,3,0.06870368828064846,3,0,10999,22245,7,1,0,14,3,2,80,0,27,3,3,15,11,4,8
205,32,0.14956855225311602,414,0.2062780269058296,2,4,0.22012573203437844,1,1862,3,1,82,2,2,0.17484662576687046,2,0,9907,26186,7,1,1,12,3,3,80,0,7,3,2,2,2,2,2
206,38,0.2490974729235817,148,0.1383975026014568,2,3,0.13577586206896552,1,1675,4,0,42,2,1,0.23938223937897848,2,0,2440,23826,1,1,0,22,4,2,80,0,4,3,3,4,3,3,3
207,25,0.14956855225311602,949,0.1383975026014568,1,3,0.24242313209808733,1,1415,1,1,81,3,1,0.23938223937897848,4,1,3229,4910,4,1,0,11,3,2,80,1,7,2,2,3,2,0,2
208,41,0.14956855225311602,314,0.19008460036286423,1,3,0.22673012399864786,1,734,4,1,59,2,5,0.04905041685272943,3,1,19189,19562,1,1,0,12,3,2,80,1,22,3,3,22,7,2,10
209,32,0.14956855225311602,1033,0.1383975026014568,9,3,0.13577586206896552,1,190,1,0,41,3,1,0.23938223937897848,1,0,4200,10224,7,1,0,22,4,1,80,0,10,2,4,5,4,0,4
210,33,0.14956855225311602,1069,0.1383975026014568,1,3,0.14686468646864687,1,969,2,0,42,2,2,0.06870368828064846,4,0,6949,12291,0,1,0,14,3,1,80,0,6,3,3,5,0,1,4
211,25,0.14956855225311602,882,0.1383975026014568,19,1,0.13577586206896552,1,1358,4,1,67,3,1,0.23938223937897848,4,1,3669,9075,3,1,0,11,3,3,80,3,7,6,2,3,2,1,2
212,28,0.14956855225311602,1169,0.19008460036286423,8,2,0.13577586206896552,1,869,2,1,63,2,1,0.22804546072229726,4,2,4936,23965,1,1,0,13,3,4,80,1,6,6,3,5,1,0,4
213,29,0.14956855225311602,1107,0.1383975026014568,28,4,0.14686468646864687,1,1120,3,0,93,3,1,0.16095890410958943,4,2,2514,26968,4,1,0,22,4,1,80,1,11,1,3,7,5,1,7
214,42,0.14956855225311602,1210,0.1383975026014568,2,3,0.13577586206896552,1,1542,3,1,68,2,1,0.23938223937897848,2,1,4841,24052,4,1,0,14,3,2,80,1,4,3,3,1,0,0,0
215,49,0.14956855225311602,1495,0.1383975026014568,5,4,0.24242313209808733,1,1473,1,1,96,3,2,0.06870368828064846,3,1,6651,21534,2,1,0,14,3,2,80,1,20,0,2,3,2,1,2
216,42,0.14956855225311602,1265,0.1383975026014568,3,3,0.14686468646864687,1,894,3,0,95,4,2,0.23938223937897848,4,1,5231,23726,2,1,1,13,3,2,80,1,17,1,2,5,3,1,3
217,33,0.2490974729235817,1141,0.2062780269058296,1,3,0.14686468646864687,1,52,3,0,42,4,2,0.17484662576687046,1,1,5376,3193,2,1,0,19,3,1,80,2,10,3,3,5,3,1,3
218,43,0.14956855225311602,1273,0.1383975026014568,2,2,0.13577586206896552,1,46,4,0,72,4,1,0.16095890410958943,3,2,2645,21923,1,1,0,12,3,4,80,2,6,3,2,5,3,1,4
219,38,0.14956855225311602,1380,0.1383975026014568,9,2,0.14686468646864687,1,245,3,0,75,3,1,0.23938223937897848,4,0,2288,6319,1,1,0,12,3,3,80,0,2,3,3,2,2,2,1
220,27,0.14956855225311602,1291,0.2062780269058296,11,3,0.13577586206896552,1,1364,3,0,98,4,1,0.3971571172349599,4,1,2534,6527,8,1,0,14,3,2,80,1,5,4,3,1,0,0,0
221,39,0.14956855225311602,170,0.1383975026014568,3,2,0.13577586206896552,1,1627,3,1,76,2,2,0.23938223937897848,3,2,3069,10302,0,1,0,15,3,4,80,1,11,3,3,10,8,0,7
222,34,0.14956855225311602,1157,0.1383975026014568,5,2,0.13577586206896552,1,1696,2,1,57,2,2,0.23938223937897848,4,1,3986,11912,1,1,0,14,3,3,80,1,15,3,4,15,10,4,13
223,34,0.14956855225311602,131,0.2062780269058296,2,3,0.22012573203437844,1,1281,3,0,86,3,2,0.17484662576687046,1,0,4538,6039,0,1,1,12,3,4,80,0,4,3,3,3,2,0,2
224,24,0.14956855225311602,691,0.1383975026014568,23,3,0.13577586206896552,1,639,2,1,89,4,1,0.16095890410958943,4,1,2725,21630,1,1,1,11,3,2,80,2,6,3,3,6,5,1,4
225,26,0.14956855225311602,1167,0.2062780269058296,5,3,0.13420118338933018,1,2060,4,0,30,2,1,0.3971571172349599,3,0,2966,21378,0,1,0,18,3,4,80,0,5,2,3,4,2,0,0
226,32,0.2490974729235817,1005,0.1383975026014568,2,2,0.14686468646864687,1,8,4,1,79,3,1,0.23938223937897848,4,0,3068,11864,0,1,0,13,3,3,80,0,8,2,2,7,7,3,6
227,26,0.08000018359368788,786,0.1383975026014568,7,3,0.13577586206896552,1,1693,4,1,76,3,1,0.23938223937897848,4,0,2570,11925,1,1,0,20,4,3,80,0,7,5,3,7,7,5,7
228,55,0.14956855225311602,147,0.1383975026014568,20,2,0.24242313209808733,1,389,2,1,37,3,2,0.23938223937897848,4,1,5415,15972,3,1,1,19,3,4,80,1,12,4,3,10,7,0,8
229,37,0.14956855225311602,161,0.1383975026014568,10,3,0.14686468646864687,1,2017,3,0,42,4,3,0.02533683182797013,4,1,13744,15471,1,1,1,25,4,1,80,1,16,2,3,16,11,6,8
230,33,0.14956855225311602,922,0.1383975026014568,1,5,0.13577586206896552,1,612,1,0,95,4,4,0.02533683182797013,3,2,16184,22578,4,1,0,19,3,3,80,1,10,2,3,6,1,0,5
231,31,0.08000018359368788,325,0.1383975026014568,5,3,0.13577586206896552,1,2057,2,1,74,3,2,0.06896586105729074,1,0,9936,3787,0,1,0,19,3,2,80,0,10,2,3,9,4,1,7
232,38,0.14956855225311602,1495,0.1383975026014568,4,2,0.13577586206896552,1,1687,4,0,87,3,1,0.23938223937897848,3,1,3306,26176,7,1,0,19,3,4,80,1,7,5,2,0,0,0,0
233,26,0.14956855225311602,775,0.2062780269058296,29,2,0.13577586206896552,1,618,1,1,45,3,2,0.17484662576687046,3,2,4306,4267,5,1,0,12,3,1,80,2,8,5,3,0,0,0,0
234,58,0.2490974729235817,1216,0.1383975026014568,15,4,0.14686468646864687,1,1837,1,1,87,3,4,0.02533683182797013,3,1,15787,21624,2,1,1,14,3,2,80,0,23,3,3,2,2,2,2
235,33,0.14956855225311602,134,0.1383975026014568,2,3,0.14686468646864687,1,242,3,1,90,3,1,0.16095890410958943,4,0,2500,10515,0,1,0,14,3,1,80,0,4,2,4,3,1,0,2
236,52,0.14956855225311602,1030,0.2062780269058296,5,3,0.14686468646864687,1,1319,2,1,64,3,3,0.17484662576687046,2,0,8446,21534,9,1,1,19,3,3,80,0,10,2,2,8,7,7,7
237,36,0.14956855225311602,852,0.1383975026014568,5,4,0.14686468646864687,1,51,2,0,82,2,1,0.16095890410958943,1,1,3419,13072,9,1,1,14,3,4,80,1,6,3,4,1,1,0,0
238,55,0.14956855225311602,436,0.2062780269058296,2,1,0.13577586206896552,1,842,3,1,37,3,2,0.17484662576687046,4,0,5160,21519,4,1,0,16,3,3,80,0,12,3,2,9,7,7,3
239,33,0.14956855225311602,267,0.1383975026014568,21,3,0.13577586206896552,1,1698,2,1,79,4,1,0.23938223937897848,2,1,2028,13637,1,1,0,18,3,4,80,3,14,6,3,14,11,2,13
240,28,0.08000018359368788,1103,0.1383975026014568,16,3,0.13577586206896552,1,1947,3,1,49,3,1,0.16095890410958943,3,0,2144,2122,1,1,0,14,3,3,80,0,5,3,2,5,3,1,4
241,34,0.14956855225311602,1111,0.2062780269058296,8,2,0.14686468646864687,1,808,3,0,93,3,2,0.17484662576687046,1,1,6500,13305,5,1,0,17,3,2,80,1,6,1,3,3,2,1,2
242,43,0.14956855225311602,244,0.19008460036286423,2,3,0.14686468646864687,1,1778,2,1,97,3,1,0.22804546072229726,4,0,3539,5033,0,1,0,13,3,2,80,0,10,5,3,9,7,1,8
243,38,0.14956855225311602,903,0.1383975026014568,2,3,0.13577586206896552,1,1573,3,1,81,3,2,0.06896586105729074,2,1,4855,7653,4,1,0,11,3,1,80,2,7,2,3,5,2,1,4
244,53,0.14956855225311602,1282,0.1383975026014568,5,3,0.13420118338933018,1,32,3,0,58,3,5,0.04905041685272943,3,2,19094,10735,4,1,0,11,3,4,80,1,26,3,2,14,13,4,8
245,32,0.14956855225311602,801,0.2062780269058296,1,4,0.22012573203437844,1,2016,3,0,48,3,3,0.17484662576687046,4,1,10422,24032,1,1,0,19,3,3,80,2,14,3,3,14,10,5,7
246,39,0.14956855225311602,1162,0.2062780269058296,3,2,0.13577586206896552,1,445,4,0,41,3,2,0.17484662576687046,3,1,5238,17778,4,1,1,18,3,1,80,0,12,3,2,1,0,0,0
247,36,0.2490974729235817,1467,0.2062780269058296,11,2,0.24242313209808733,1,154,2,0,92,3,3,0.17484662576687046,4,1,9738,22952,0,1,0,14,3,3,80,1,10,6,3,9,7,2,8
248,36,0.14956855225311602,216,0.1383975026014568,6,2,0.13577586206896552,1,178,2,1,84,3,2,0.06896586105729074,2,2,4941,2819,6,1,0,20,4,4,80,2,7,0,3,3,2,0,1
249,22,0.08000018359368788,457,0.1383975026014568,26,2,0.13420118338933018,1,1605,2,0,85,2,1,0.16095890410958943,3,1,2814,10293,1,1,1,14,3,2,80,0,4,2,2,4,2,1,3
250,29,0.14956855225311602,1283,0.1383975026014568,23,3,0.14686468646864687,1,495,4,1,54,3,1,0.16095890410958943,4,0,2201,18168,9,1,0,16,3,4,80,0,6,4,3,3,2,1,2
251,43,0.14956855225311602,823,0.1383975026014568,6,3,0.13577586206896552,1,1866,1,0,81,2,5,0.04905041685272943,3,1,19392,22539,7,1,0,13,3,4,80,0,21,2,3,16,12,6,14
252,46,0.08000018359368788,849,0.2062780269058296,26,2,0.14686468646864687,1,1801,2,1,98,2,2,0.17484662576687046,2,0,7991,25166,8,1,0,15,3,3,80,0,6,3,3,2,2,2,2
253,42,0.14956855225311602,469,0.1383975026014568,2,2,0.13577586206896552,1,1109,4,1,35,3,4,0.04905041685272943,1,1,17665,14399,0,1,0,17,3,4,80,1,23,3,3,22,6,13,7
254,50,0.14956855225311602,989,0.1383975026014568,7,2,0.13577586206896552,1,80,2,0,43,2,5,0.02533683182797013,3,2,18740,16701,5,1,1,12,3,4,80,1,29,2,2,27,3,13,8
255,59,0.14956855225311602,715,0.1383975026014568,2,3,0.14686468646864687,1,1032,3,0,69,2,4,0.06896586105729074,4,0,13726,21829,3,1,1,13,3,1,80,0,30,4,3,5,3,4,3
256,46,0.14956855225311602,488,0.2062780269058296,2,3,0.24242313209808733,1,363,3,0,75,1,4,0.04905041685272943,2,1,16872,14977,3,1,1,12,3,2,80,1,28,2,2,7,7,7,7
257,35,0.14956855225311602,619,0.2062780269058296,1,3,0.22012573203437844,1,600,2,1,85,3,2,0.17484662576687046,3,1,4717,18659,9,1,0,11,3,3,80,0,15,2,3,11,9,6,9
258,30,0.2490974729235817,160,0.1383975026014568,3,3,0.13577586206896552,1,680,3,0,71,3,1,0.16095890410958943,3,2,2083,22653,1,1,0,20,4,3,80,1,1,2,3,1,0,0,0
259,50,0.08000018359368788,145,0.2062780269058296,1,3,0.14686468646864687,1,1040,4,0,95,3,2,0.17484662576687046,3,1,6347,24920,0,1,0,12,3,1,80,1,19,3,3,18,7,0,13
260,19,0.2490974729235817,602,0.2062780269058296,1,1,0.24242313209808733,1,235,3,0,100,1,1,0.3971571172349599,1,0,2325,20989,0,1,0,21,4,1,80,0,1,5,4,0,0,0,0
261,37,0.08000018359368788,728,0.1383975026014568,1,4,0.13577586206896552,1,380,1,0,80,3,3,0.02533683182797013,4,2,13603,11677,2,1,1,18,3,1,80,2,15,2,3,5,2,0,2
262,49,0.2490974729235817,636,0.1383975026014568,10,4,0.14686468646864687,1,396,3,0,35,3,5,0.02533683182797013,1,0,18665,25594,9,1,1,11,3,4,80,0,22,4,3,3,2,1,2
263,19,0.14956855225311602,528,0.2062780269058296,22,1,0.22012573203437844,1,167,4,1,50,3,1,0.3971571172349599,3,0,1675,26820,1,1,1,19,3,4,80,0,0,2,2,0,0,0,0
264,33,0.2490974729235817,970,0.2062780269058296,7,3,0.14686468646864687,1,1114,4,0,30,3,2,0.17484662576687046,2,1,4302,13401,0,1,0,17,3,3,80,1,4,3,3,3,2,0,2
265,33,0.14956855225311602,392,0.2062780269058296,2,4,0.13577586206896552,1,1670,4,1,93,3,2,0.17484662576687046,4,2,5505,3921,1,1,0,14,3,3,80,2,6,5,3,6,2,0,4
266,41,0.08000018359368788,509,0.1383975026014568,2,4,0.13420118338933018,1,616,1,0,62,2,2,0.06870368828064846,3,0,6811,2112,2,1,1,17,3,1,80,0,10,3,3,8,7,0,7
267,40,0.14956855225311602,759,0.2062780269058296,2,2,0.22012573203437844,1,516,4,0,46,3,2,0.17484662576687046,2,2,5715,22553,7,1,0,12,3,3,80,2,8,5,3,5,4,1,3
268,42,0.08000018359368788,355,0.1383975026014568,10,4,0.24242313209808733,1,1854,3,1,38,3,1,0.16095890410958943,3,1,2936,6161,3,1,0,22,4,2,80,2,10,1,2,6,3,3,3
